transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
Automatic,Tata Tiago NRG,2022,₹ 7.32 Lakh,Petrol,5 Seats,"4,939 Kms",First Owner,1199 CC,84.48bhp,20.09 kmpl,Chennai
Automatic,Ford Ecosport,2014,₹ 5.77 Lakh,Petrol,5 Seats,"82,620 Kms",First Owner,1499 CC,110bhp,16.5 kmpl,Chennai
Manual,Skoda Superb,2009,₹ 6 Lakh,Petrol,5 Seats,"60,000 Kms",Second Owner,1798 CC,160 BHP,13.14 kmpl,Chennai
Manual,Volkswagen Polo,2015,₹ 5.10 Lakh,Diesel,5 Seats,"86,857 Kms",First Owner,1498 CC,88.8bhp,20.14 kmpl,Chennai
Automatic,Mercedes-Benz C-Class,2010,₹ 9 Lakh,Diesel,5 Seats,"70,000 Kms",Third Owner,2143 CC,170bhp,14.84 kmpl,Chennai
Automatic,Audi Q7,2012,₹ 15 Lakh,Diesel,7 Seats,"1,20,000 Kms",Second Owner,4134 CC,335.2bhp,11.33 kmpl,Chennai
Automatic,Maruti Wagon R,2022,₹ 6.25 Lakh,Petrol,5 Seats,"14,483 Kms",First Owner,998 CC,65.71bhp,25.19 kmpl,Chennai
Manual,Hyundai Creta,2022,₹ 12.75 Lakh,Diesel,5 Seats,"19,000 Kms",First Owner,1493 CC,113.98bhp,,Chennai
Manual,Ford Figo,2016,₹ 3.95 Lakh,Petrol,5 Seats,"36,202 Kms",First Owner,1196 CC,86.8bhp,18.16 kmpl,Chennai
Manual,Datsun GO Plus,2017,₹ 3.20 Lakh,Petrol,7 Seats,"30,000 Kms",First Owner,1198 CC,67bhp,19.44 kmpl,Chennai
Manual,Ford Figo,2017,₹ 4.50 Lakh,Diesel,5 Seats,"70,000 Kms",First Owner,1498 CC,99bhp,24.29 kmpl,Chennai
Manual,Hyundai Venue,2022,₹ 10.85 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,998 CC,118.41bhp,,Chennai
Manual,Datsun RediGO,2021,₹ 4 Lakh,Petrol,5 Seats,"24,077 Kms",First Owner,799 CC,53.64bhp,20.71 kmpl,Chennai
Manual,Maruti Swift Dzire,2012,₹ 4.85 Lakh,Diesel,5 Seats,"81,985 Kms",First Owner,1248 CC,73.9bhp,19.3 kmpl,Chennai
Automatic,Maruti Ertiga,2020,₹ 9.85 Lakh,Petrol,7 Seats,"30,000 Kms",Second Owner,1462 CC,103.26bhp,17.99 kmpl,Chennai
Manual,Honda City,2017,₹ 6.81 Lakh,Petrol,5 Seats,"91,841 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Chennai
Automatic,Ford Ecosport,2016,₹ 6.21 Lakh,Petrol,5 Seats,"64,961 Kms",Third Owner,1499 CC,110.4bhp,15.63 kmpl,Chennai
Automatic,Maruti Alto K10,2018,₹ 4.10 Lakh,Petrol,5 Seats,"20,950 Kms",First Owner,998 CC,67.05bhp,23.95 kmpl,Chennai
Manual,Hyundai i20,2016,₹ 5.05 Lakh,Petrol,5 Seats,"94,348 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Hyundai Venue,2022,₹ 12.90 Lakh,Diesel,5 Seats,"32,000 Kms",First Owner,1493 CC,113.45bhp,,Chennai
Manual,Hyundai i20,2019,₹ 7.08 Lakh,Petrol,5 Seats,"51,744 Kms",First Owner,1197 CC,81.86bhp,18.6 kmpl,Chennai
Automatic,Mahindra XUV500,2020,₹ 17.34 Lakh,Diesel,7 Seats,"81,152 Kms",Second Owner,2179 CC,152.87bhp,15.1 kmpl,Chennai
Manual,Honda Amaze,2018,₹ 6.50 Lakh,Petrol,5 Seats,"19,516 Kms",First Owner,1199 CC,88.76bhp,18.6 kmpl,Chennai
Manual,Maruti Swift,2021,₹ 7.60 Lakh,Petrol,5 Seats,"29,093 Kms",First Owner,1197 CC,85.8bhp,18.6 kmpl,Chennai
Automatic,Honda Amaze,2018,₹ 7.85 Lakh,Diesel,5 Seats,"54,408 Kms",First Owner,1498 CC,78.9bhp,23.8 kmpl,Chennai
Manual,Maruti Baleno,2019,₹ 7.45 Lakh,Petrol,5 Seats,"16,000 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Automatic,Ford Endeavour,2018,₹ 20 Lakh,Diesel,7 Seats,"1,00,000 Kms",First Owner,2198 CC,158bhp,12.62 kmpl,Chennai
Manual,Datsun RediGO,2016,₹ 2.70 Lakh,Petrol,5 Seats,"56,876 Kms",First Owner,799 CC,53.64bhp,22.7 kmpl,Chennai
Manual,Volkswagen Polo,2014,₹ 4.50 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1199 CC,73.9bhp,22.07 kmpl,Chennai
Manual,Honda Amaze,2015,₹ 4.20 Lakh,Petrol,5 Seats,"84,505 Kms",Second Owner,1199 CC,88.76bhp,18.6 kmpl,Chennai
Automatic,Toyota Innova Crysta,2021,₹ 27.90 Lakh,Diesel,7 Seats,"34,000 Kms",First Owner,2393 CC,148bhp,12 kmpl,Chennai
Manual,Maruti Wagon R,2020,₹ 5.50 Lakh,Petrol,5 Seats,"22,305 Kms",First Owner,998 CC,67.05bhp,21.79 kmpl,Chennai
Manual,Renault KWID,2019,₹ 4.21 Lakh,Petrol,5 Seats,"33,573 Kms",First Owner,999 CC,67bhp,23.01 kmpl,Chennai
Manual,Datsun RediGO,2019,₹ 3.03 Lakh,Petrol,5 Seats,"33,615 Kms",First Owner,799 CC,53.64bhp,22.7 kmpl,Chennai
Automatic,Honda Jazz,2018,₹ 7.80 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,1199 CC,88.7bhp,18.2 kmpl,Chennai
Manual,Tata Tigor,2020,₹ 6.43 Lakh,Petrol,5 Seats,"34,935 Kms",First Owner,1199 CC,83.81bhp,20.3 kmpl,Chennai
Automatic,Maruti Celerio,2018,₹ 4.74 Lakh,Petrol,5 Seats,"66,511 Kms",Second Owner,998 CC,67.04bhp,23.1 kmpl,Chennai
Automatic,Toyota Camry,2021,₹ 42 Lakh,Petrol,5 Seats,"24,000 Kms",First Owner,2494 CC,157.7bhp,19.16 kmpl,Chennai
Manual,Maruti Swift Dzire,2017,₹ 6.44 Lakh,Petrol,5 Seats,"68,979 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Chennai
Manual,Maruti Ertiga,2021,₹ 12 Lakh,Petrol,7 Seats,"50,000 Kms",First Owner,1462 CC,103.26bhp,19.01 kmpl,Chennai
Automatic,Maruti Wagon R,2019,₹ 5.19 Lakh,Petrol,5 Seats,"45,161 Kms",Second Owner,998 CC,67bhp,20.51 kmpl,Chennai
Manual,Ford Ecosport,2018,₹ 8.11 Lakh,Diesel,5 Seats,"42,917 Kms",First Owner,1498 CC,98.96bhp,23 kmpl,Chennai
Manual,Maruti Baleno,2019,₹ 7.25 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Automatic,Maruti Baleno,2018,₹ 7.25 Lakh,Petrol,5 Seats,"32,000 Kms",First Owner,1197 CC,81.80bhp,19.56 kmpl,Chennai
Manual,Hyundai i20,2019,₹ 7.50 Lakh,Diesel,5 Seats,"40,000 Kms",First Owner,1396 CC,88.76bhp,22.54 kmpl,Chennai
Manual,Honda City,2020,₹ 9.50 Lakh,Petrol,5 Seats,"29,911 Kms",First Owner,1497 CC,117.60bhp,17.4 kmpl,Chennai
Automatic,Hyundai Verna,2018,₹ 9.25 Lakh,Petrol,5 Seats,"23,000 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Chennai
Manual,Tata Zest,2018,₹ 5.25 Lakh,Diesel,5 Seats,"1,00,000 Kms",Second Owner,1248 CC,74bhp,22.95 kmpl,Chennai
Manual,Toyota Innova Crysta,2016,₹ 18.75 Lakh,Diesel,7 Seats,"42,000 Kms",First Owner,2393 CC,147.8bhp,13.68 kmpl,Chennai
Automatic,Mercedes-Benz C-Class,2016,₹ 26.50 Lakh,Diesel,5 Seats,"58,000 Kms",First Owner,2143 CC,170bhp,19.27 kmpl,Chennai
Manual,Maruti Swift,2015,₹ 5.50 Lakh,Diesel,5 Seats,"53,764 Kms",First Owner,1248 CC,74bhp,25.2 kmpl,Chennai
Manual,Hyundai Grand i10,2015,₹ 5 Lakh,Petrol,5 Seats,"61,455 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Chennai
Automatic,Jeep Compass,2018,₹ 12.09 Lakh,Petrol,5 Seats,"52,732 Kms",Second Owner,1368 CC,160bhp,16 kmpl,Chennai
Automatic,Honda Jazz,2017,₹ 6.56 Lakh,Petrol,5 Seats,"61,159 Kms",Second Owner,1199 CC,88.7bhp,19 kmpl,Chennai
Manual,Hyundai i20,2010,₹ 2.95 Lakh,Petrol,5 Seats,"90,000 Kms",Second Owner,1197 CC,80 PS at 5200 rpm,17 kmpl,Chennai
Manual,Honda Amaze,2015,₹ 4.31 Lakh,Petrol,5 Seats,"95,296 Kms",First Owner,1198 CC,86.7bhp,18 kmpl,Chennai
Manual,Hyundai Creta,2018,₹ 8.95 Lakh,Petrol,5 Seats,"1,06,506 Kms",First Owner,1591 CC,121.3bhp,15.8 kmpl,Chennai
Automatic,BMW 5 Series,2012,₹ 15 Lakh,Diesel,5 Seats,"70,000 Kms",Second Owner,1995 CC,218bhp,16.73 kmpl,Chennai
Manual,Hyundai Grand i10,2015,₹ 3.92 Lakh,Petrol,5 Seats,"1,08,551 Kms",Second Owner,1197 CC,82bhp,18.9 kmpl,Chennai
Manual,Honda Amaze,2014,₹ 4.70 Lakh,Diesel,5 Seats,"54,186 Kms",First Owner,1498 CC,98.6bhp,25.8 kmpl,Chennai
Automatic,Honda Amaze,2018,₹ 7.26 Lakh,Petrol,5 Seats,"1,06,848 Kms",First Owner,1199 CC,88.76bhp,19 kmpl,Chennai
Automatic,Volkswagen Vento,2020,₹ 10.23 Lakh,Petrol,5 Seats,"38,464 Kms",Second Owner,999 CC,108.62bhp,16.35 kmpl,Chennai
Manual,Maruti Ignis,2017,₹ 5 Lakh,Petrol,5 Seats,"59,841 Kms",First Owner,1197 CC,81.80bhp,20.89 kmpl,Chennai
Automatic,Toyota Fortuner,2023,₹ 45.50 Lakh,Diesel,7 Seats,"3,000 Kms",First Owner,2755 CC,201.15bhp,,Chennai
Automatic,Hyundai Creta,2020,₹ 15.90 Lakh,Petrol,5 Seats,"19,649 Kms",First Owner,1497 CC,113.18bhp,,Chennai
Automatic,BMW 3 Series Gran Limousine,2021,₹ 56 Lakh,Diesel,5 Seats,"3,300 Kms",First Owner,1995 CC,187.40bhp,19.62 kmpl,Chennai
Manual,Ford Mondeo,2003,₹ 1.40 Lakh,Petrol,5 Seats,"60,000 Kms",Third Owner,1999 CC,,9 kmpl,Chennai
Automatic,Hyundai Alcazar,2021,₹ 19 Lakh,Petrol,6 Seats,"40,000 Kms",First Owner,1999 CC,156.9bhp,14.2 kmpl,Chennai
Automatic,Kia Seltos,2020,₹ 14.25 Lakh,Petrol,5 Seats,"27,000 Kms",First Owner,1497 CC,113.43bhp,,Chennai
Automatic,Maruti Alto K10,2018,₹ 4.10 Lakh,Petrol,5 Seats,"20,950 Kms",First Owner,998 CC,67.05bhp,23.95 kmpl,Chennai
Manual,Jeep Compass,2018,₹ 12.50 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1956 CC,170bhp,17.1 kmpl,Chennai
Manual,Tata Nano,2014,₹ 1.25 Lakh,Petrol,4 Seats,"39,000 Kms",First Owner,624 CC,37.5bhp,25.4 kmpl,Chennai
Manual,Hyundai Creta,2017,₹ 9.03 Lakh,Petrol,5 Seats,"55,927 Kms",First Owner,1591 CC,121.3bhp,15.29 kmpl,Chennai
Manual,Hyundai i20,2014,₹ 4.88 Lakh,Petrol,5 Seats,"35,325 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Maruti Baleno,2020,₹ 6.60 Lakh,Petrol,5 Seats,"20,000 Kms",Second Owner,1197 CC,81.80bhp,21.01 kmpl,Chennai
Manual,Hyundai i20,2017,₹ 6.04 Lakh,Petrol,5 Seats,"41,248 Kms",First Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Tata Tiago,2016,₹ 4.17 Lakh,Petrol,5 Seats,"70,076 Kms",First Owner,1199 CC,84bhp,23.84 kmpl,Chennai
Manual,Mahindra XUV300,2016,₹ 4.05 Lakh,Petrol,5 Seats,"1,28,398 Kms",First Owner,1197 CC,108.62bhp,16.82 kmpl,Chennai
Automatic,Maruti Wagon R,2017,₹ 4.44 Lakh,Petrol,5 Seats,"20,973 Kms",Third Owner,998 CC,67bhp,20.51 kmpl,Chennai
Manual,Maruti Swift,2007,₹ 2.20 Lakh,Petrol,5 Seats,"90,000 Kms",Second Owner,1298 CC,88.2,16.1 kmpl,Chennai
Manual,Hyundai Aura,2020,₹ 6.15 Lakh,Petrol,5 Seats,"98,807 Kms",First Owner,1197 CC,81.86bhp,20.5 kmpl,Chennai
Manual,Honda Amaze,2015,₹ 3.96 Lakh,Petrol,5 Seats,"1,02,249 Kms",Second Owner,1198 CC,86.7bhp,18 kmpl,Chennai
Automatic,Hyundai Grand i10,2018,₹ 6.50 Lakh,Petrol,5 Seats,"18,837 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Chennai
Manual,Jeep Compass,2018,₹ 14 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1956 CC,170bhp,17.1 kmpl,Chennai
Manual,Hyundai EON,2012,₹ 2.10 Lakh,Petrol,5 Seats,"1,20,000 Kms",First Owner,814 CC,55.2bhp,21.1 kmpl,Chennai
Automatic,Toyota Innova Crysta,2021,₹ 24.75 Lakh,Diesel,7 Seats,"19,000 Kms",First Owner,2393 CC,148bhp,12 kmpl,Chennai
Manual,Maruti Alto 800,2020,₹ 4 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Chennai
Automatic,Maruti Celerio,2015,₹ 3.50 Lakh,Petrol,5 Seats,"1,28,876 Kms",First Owner,998 CC,67.05bhp,21.63 kmpl,Chennai
Manual,Maruti Wagon R,2016,₹ 4.30 Lakh,Petrol,5 Seats,"37,942 Kms",,998 CC,67.04bhp,20.51 kmpl,Chennai
Manual,Hyundai Grand i10,2018,₹ 5.15 Lakh,Petrol,5 Seats,"37,300 Kms",First Owner,1197 CC,81.86bhp,18.9 kmpl,Chennai
Automatic,Mercedes-Benz GLC,2017,₹ 37.50 Lakh,Diesel,5 Seats,"30,000 Kms",Second Owner,2143 CC,170bhp,17.9 kmpl,Chennai
Manual,Maruti Zen,2002,₹ 1.20 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,993 CC,60 PS ,17.3 kmpl,Chennai
Manual,Hyundai i20,2014,₹ 4.92 Lakh,Diesel,5 Seats,"82,784 Kms",First Owner,1396 CC,88.73bhp,22.54 kmpl,Chennai
Manual,Maruti Swift Dzire,2021,₹ 7.31 Lakh,Petrol,5 Seats,"63,274 Kms",First Owner,1197 CC,88.50bhp,22.41 kmpl,Chennai
Automatic,Maruti Alto K10,2015,₹ 3.45 Lakh,Petrol,5 Seats,"87,521 Kms",First Owner,998 CC,67.05bhp,23.95 kmpl,Chennai
Manual,Hyundai i20 Active,2017,₹ 5.23 Lakh,Petrol,5 Seats,"77,388 Kms",Second Owner,1197 CC,81.86bhp,17.19 kmpl,Chennai
Manual,Maruti Wagon R,2014,₹ 3.02 Lakh,Petrol,5 Seats,"1,14,772 Kms",First Owner,998 CC,67.04bhp,20.51 kmpl,Chennai
Manual,Toyota Innova Crysta,2019,₹ 23 Lakh,Diesel,7 Seats,"40,000 Kms",First Owner,2393 CC,147.8bhp,13.68 kmpl,Chennai
Manual,Datsun GO Plus,2019,₹ 5 Lakh,Petrol,7 Seats,"62,493 Kms",Second Owner,1198 CC,67bhp,19.83 kmpl,Chennai
Manual,Honda City,2021,₹ 13.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1498 CC,119.35bhp,18.6 kmpl,Chennai
Manual,Hyundai Santro,2019,₹ 4.72 Lakh,Petrol,5 Seats,"59,985 Kms",First Owner,1086 CC,68bhp,20.3 kmpl,Chennai
Manual,Maruti Ciaz,2017,₹ 5.64 Lakh,Petrol,5 Seats,"1,04,073 Kms",Second Owner,1373 CC,91.1bhp,20.73 kmpl,Chennai
Manual,Hyundai Xcent,2017,₹ 4.10 Lakh,Diesel,5 Seats,"1,00,000 Kms",Second Owner,1186 CC,73.97bhp,25.4 kmpl,Chennai
Manual,Tata Tiago,2017,₹ 4.70 Lakh,Diesel,5 Seats,"1,20,000 Kms",First Owner,1047 CC,69bhp,27.28 kmpl,Chennai
Automatic,Maruti Baleno,2017,₹ 6.30 Lakh,Petrol,5 Seats,"53,819 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Chennai
Manual,Ford Figo,2016,₹ 3.75 Lakh,Diesel,5 Seats,"98,914 Kms",First Owner,1498 CC,99bhp,25.83 kmpl,Chennai
Manual,Volkswagen Ameo,2017,₹ 5.20 Lakh,Diesel,5 Seats,"1,10,000 Kms",First Owner,1498 CC,108.62bhp,21.66 kmpl,Chennai
Manual,Mahindra XUV500,2015,₹ 10 Lakh,Diesel,7 Seats,"1,10,000 Kms",Third Owner,2179 CC,140bhp,16 kmpl,Chennai
Manual,Honda City,2022,₹ 15.97 Lakh,Petrol,5 Seats,"4,135 Kms",First Owner,1497 CC,117.6bhp,17.4 kmpl,Chennai
Automatic,Hyundai i20,2019,₹ 8 Lakh,Petrol,5 Seats,"35,000 Kms",First Owner,1197 CC,81.86bhp,17.4 kmpl,Chennai
Manual,Honda Jazz,2017,₹ 5.75 Lakh,Petrol,5 Seats,"35,983 Kms",First Owner,1199 CC,88.7bhp,18.7 kmpl,Chennai
Manual,Jeep Compass,2020,₹ 20.50 Lakh,Diesel,5 Seats,"45,000 Kms",First Owner,1956 CC,170.63bhp,16.3 kmpl,Chennai
Manual,Tata Harrier,2019,₹ 14.22 Lakh,Diesel,5 Seats,"91,109 Kms",First Owner,1956 CC,138.1bhp,17 kmpl,Chennai
Manual,Hyundai Xcent,2018,₹ 5.62 Lakh,Petrol,5 Seats,"23,325 Kms",First Owner,1197 CC,81.86bhp,20.14 kmpl,Chennai
Automatic,Honda Jazz,2018,₹ 6.90 Lakh,Petrol,5 Seats,"51,690 Kms",First Owner,1199 CC,88.7bhp,18.2 kmpl,Chennai
Manual,Hyundai i20 Active,2017,₹ 5.73 Lakh,Petrol,5 Seats,"69,786 Kms",Second Owner,1197 CC,81.86bhp,17.19 kmpl,Chennai
Automatic,Tata Tigor,2018,₹ 5.58 Lakh,Petrol,5 Seats,"53,612 Kms",Second Owner,1199 CC,83.81bhp,20.3 kmpl,Chennai
Manual,Maruti Swift,2018,₹ 5.80 Lakh,Petrol,5 Seats,"41,502 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Chennai
Manual,Honda WR-V,2017,₹ 6.84 Lakh,Petrol,5 Seats,"43,841 Kms",Second Owner,1199 CC,88.7bhp,17.5 kmpl,Chennai
Manual,Hyundai i20,2010,₹ 2.90 Lakh,Petrol,5 Seats,"1,10,000 Kms",Second Owner,1197 CC,80 PS at 5200 rpm,17 kmpl,Chennai
Automatic,Ford Ecosport,2018,₹ 7.62 Lakh,Petrol,5 Seats,"77,380 Kms",First Owner,1497 CC,121.36bhp,14.8 kmpl,Chennai
Manual,Maruti Baleno RS,2018,₹ 6.63 Lakh,Petrol,5 Seats,"69,269 Kms",First Owner,998 CC,100.5bhp,21.1 kmpl,Chennai
Manual,Maruti SX4 S Cross,2018,₹ 8.70 Lakh,Diesel,5 Seats,"53,060 Kms",First Owner,1248 CC,88.5bhp,23.65 kmpl,Chennai
Manual,Mitsubishi Cedia,2011,₹ 3.20 Lakh,Petrol,5 Seats,"70,000 Kms",Second Owner,1999 CC,114bhp,13.17 kmpl,Chennai
Manual,Honda City,2017,₹ 7.50 Lakh,Petrol,5 Seats,"58,071 Kms",First Owner,1497 CC,"118PS at 6,600 rpm",17 kmpl,Chennai
Automatic,BMW 2 Series,2023,₹ 47.50 Lakh,Petrol,5 Seats,500 Kms,First Owner,1998 CC,189.08bhp,14.82 kmpl,Chennai
Manual,Ford Ecosport,2021,₹ 9.50 Lakh,Diesel,5 Seats,"40,000 Kms",First Owner,1498 CC,98.96bhp,21.7 kmpl,Chennai
Automatic,Maruti Ertiga,2020,₹ 10.25 Lakh,Petrol,7 Seats,"20,000 Kms",Second Owner,1462 CC,103.26bhp,17.99 kmpl,Chennai
Manual,Maruti Swift Dzire,2008,₹ 2.45 Lakh,Petrol,5 Seats,"68,283 Kms",Second Owner,1298 CC,85.8bhp,17.5 kmpl,Chennai
Manual,Honda Amaze,2014,₹ 3.95 Lakh,Petrol,5 Seats,"73,045 Kms",,1198 CC,86.7bhp,18 kmpl,Chennai
Manual,Hyundai Creta,2018,₹ 10.80 Lakh,Diesel,5 Seats,"49,000 Kms",First Owner,1396 CC,88.7bhp,22.1 kmpl,Chennai
Manual,Chevrolet Tavera,2009,₹ 2 Lakh,Diesel,10 Seats,"1,50,000 Kms",First Owner,2499 CC,80 ,12.2 kmpl,Chennai
Manual,Hyundai i20,2016,₹ 6.08 Lakh,Petrol,5 Seats,"47,547 Kms",Second Owner,1197 CC,81.83bhp,18.6 kmpl,Chennai
Manual,Hyundai i20 Active,2017,₹ 6.98 Lakh,Diesel,5 Seats,"1,00,844 Kms",Second Owner,1396 CC,88.73bhp,21.19 kmpl,Chennai
Manual,Honda Amaze,2013,₹ 3.35 Lakh,Diesel,5 Seats,"1,58,945 Kms",First Owner,1498 CC,98.63bhp,24.7 kmpl,Chennai
Manual,Hyundai i20,2014,₹ 5.02 Lakh,Diesel,5 Seats,"1,11,275 Kms",First Owner,1396 CC,88.73bhp,22.54 kmpl,Chennai
Automatic,Hyundai Creta,2018,₹ 10.27 Lakh,Petrol,5 Seats,"71,770 Kms",Second Owner,1591 CC,121.3bhp,14.8 kmpl,Chennai
Manual,Hyundai Verna,2019,₹ 9 Lakh,Petrol,5 Seats,"40,000 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Chennai
Manual,Honda WR-V,2017,₹ 7.69 Lakh,Petrol,5 Seats,"55,435 Kms",First Owner,1199 CC,88.7bhp,17.5 kmpl,Chennai
Automatic,Maruti Swift Dzire,2016,₹ 5.95 Lakh,Petrol,5 Seats,"51,396 Kms",First Owner,1197 CC,83.14bhp,18.5 kmpl,Chennai
Manual,Maruti Wagon R Stingray,2015,₹ 3.75 Lakh,Petrol,5 Seats,"79,063 Kms",Second Owner,998 CC,67.04bhp,20.51 kmpl,Chennai
Manual,Maruti Ciaz,2015,₹ 5.85 Lakh,Petrol,5 Seats,"89,570 Kms",First Owner,1373 CC,91.1bhp,20.73 kmpl,Chennai
Manual,Hyundai Verna,2012,₹ 4.50 Lakh,Petrol,5 Seats,"50,000 Kms",Second Owner,1591 CC,121.3bhp,17.01 kmpl,Chennai
Manual,Tata New Safari,2022,₹ 21.50 Lakh,Diesel,7 Seats,"30,000 Kms",First Owner,1956 CC,167.67bhp,16.14 kmpl,Chennai
Automatic,BMW 3 Series,2012,₹ 9.95 Lakh,Diesel,5 Seats,"1,00,000 Kms",Second Owner,1995 CC,184bhp,18.88 kmpl,Chennai
Manual,Honda City,2021,₹ 11 Lakh,Petrol,5 Seats,"18,477 Kms",First Owner,1497 CC,"118PS at 6,600 rpm",17 kmpl,Chennai
Manual,Volkswagen Polo,2014,₹ 3.50 Lakh,Petrol,5 Seats,"1,20,000 Kms",Third Owner,1198 CC,74bhp,16.47 kmpl,Chennai
Automatic,Maruti Ciaz,2018,₹ 7.30 Lakh,Petrol,5 Seats,"77,204 Kms",First Owner,1462 CC,103.25bhp,20.28 kmpl,Chennai
Automatic,BMW 5 Series,2012,₹ 10 Lakh,Diesel,5 Seats,"70,000 Kms",Second Owner,1995 CC,218bhp,16.73 kmpl,Chennai
Manual,Toyota Fortuner,2013,₹ 17.91 Lakh,Diesel,7 Seats,"78,000 Kms",First Owner,2982 CC,168.5bhp,13 kmpl,Chennai
Automatic,BMW 3 Series,2012,₹ 13.50 Lakh,Diesel,5 Seats,"55,000 Kms",Second Owner,1995 CC,190bhp,22.69 kmpl,Chennai
Manual,Hyundai Grand i10,2017,₹ 5.10 Lakh,Petrol,5 Seats,"30,272 Kms",First Owner,1197 CC,81.86bhp,17 kmpl,Chennai
Manual,Ford Ecosport,2018,₹ 8.60 Lakh,Petrol,5 Seats,"64,285 Kms",First Owner,999 CC,123.24bhp,18.88 kmpl,Chennai
Manual,Hyundai i20,2014,₹ 4.85 Lakh,Diesel,5 Seats,"76,697 Kms",Third Owner,1396 CC,88.73bhp,22.54 kmpl,Chennai
Automatic,Mini 5 DOOR,2015,₹ 17 Lakh,Diesel,5 Seats,"1,00,000 Kms",First Owner,1496 CC,113.98bhp,20.7 kmpl,Chennai
Automatic,Maruti Swift Dzire,2017,₹ 6.36 Lakh,Petrol,5 Seats,"95,291 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Chennai
Manual,Volkswagen Ameo,2017,₹ 5.71 Lakh,Petrol,5 Seats,"84,005 Kms",First Owner,1198 CC,73.75bhp,17 kmpl,Chennai
Automatic,Renault Kiger,2021,₹ 8.25 Lakh,Petrol,5 Seats,"8,000 Kms",First Owner,999 CC,71.01bhp,19.03 kmpl,Chennai
Manual,Datsun RediGO,2021,₹ 3.93 Lakh,Petrol,5 Seats,"49,254 Kms",First Owner,999 CC,67.05bhp,21.7 kmpl,Chennai
Manual,Kia Sonet,2021,₹ 11 Lakh,Diesel,5 Seats,"20,000 Kms",First Owner,1493 CC,98.63bhp,18.4 kmpl,Chennai
Manual,Hyundai Grand i10,2016,₹ 4.20 Lakh,Petrol,5 Seats,"97,522 Kms",Second Owner,1197 CC,82bhp,18.9 kmpl,Chennai
Manual,Ford Ecosport,2017,₹ 7.04 Lakh,Petrol,5 Seats,"34,097 Kms",First Owner,999 CC,123.24bhp,18.88 kmpl,Chennai
Automatic,Nissan Magnite,2022,₹ 9.50 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,999 CC,98.63bhp,17.4 kmpl,Chennai
Automatic,Mercedes-Benz GLE,2022,₹ 90 Lakh,Diesel,5 Seats,"3,000 Kms",First Owner,1950 CC,241.38bhp,,Chennai
Manual,Hyundai i20,2021,₹ 7.70 Lakh,Petrol,5 Seats,"19,252 Kms",,998 CC,118.36bhp,20 kmpl,Chennai
Automatic,Kia Sonet,2020,₹ 12 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,1493 CC,113.43bhp,,Chennai
Manual,Fiat Grande Punto,2010,₹ 1.20 Lakh,Petrol,5 Seats,"80,000 Kms",Third Owner,1368 CC,88.7bhp,14.6 kmpl,Chennai
Manual,Maruti Swift Dzire,2021,₹ 7.50 Lakh,Petrol,5 Seats,"25,581 Kms",First Owner,1197 CC,83.14bhp,20.85 kmpl,Chennai
Automatic,Skoda Kodiaq,2022,₹ 37.50 Lakh,Petrol,7 Seats,"34,000 Kms",First Owner,1984 CC,187.74bhp,12.78 kmpl,Chennai
Automatic,BMW X1,2018,₹ 26.55 Lakh,Diesel,5 Seats,"45,000 Kms",First Owner,1995 CC,188bhp,20.68 kmpl,Chennai
Automatic,Renault KWID,2019,₹ 4.10 Lakh,Petrol,5 Seats,"20,000 Kms",Second Owner,999 CC,67bhp,24.04 kmpl,Chennai
Manual,Nissan Magnite,2021,₹ 10.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,999 CC,98.63bhp,20 kmpl,Chennai
Manual,Maruti Baleno,2016,₹ 6.22 Lakh,Diesel,5 Seats,"1,23,394 Kms",First Owner,1248 CC,74bhp,27.39 kmpl,Chennai
